title,country,genres,language,writer_count,title_adaption,censor_rating,release_date,runtime,dvd_release_date,users_votes,comments,likes,overall_views,dislikes,ratings_imdb,ratings_tomatoes,ratings_metacritic,special_award,awards_win,awards_nomination,revenue_category
Someone Like You ,USA,"Comedy, Romance",English,2.0,True,PG-13,30-Mar-01,97 min,18-Sep-01,"22,154",8.0,180.0,101204.0,8.0,6.1/10,42%,32/100,0,0,0,High
"Judge, The ",USA,"Crime, Drama",English,4.0,True,R,10-Oct-14,141 min,27-Jan-15,"1,63,213",1913.0,45863.0,6665508.0,843.0,7.4/10,49%,48/100,1,3,8,High
"Dangerous Method, A ","UK, Germany, Canada, Switzerland, USA","Biography, Drama, Romance, Thriller",English,3.0,True,R,10-Nov-11,99 min,27-Mar-12,"93,332",,,,,6.4/10,78%,76/100,1,18,27,High
Snowpiercer ,"South Korea, Czech Republic","Action, Drama, Sci-Fi","English, Korean, French, Japanese, Czech, German",6.0,True,R,11-Jul-14,126 min,21-Oct-14,"2,39,188",247.0,1387.0,665441.0,86.0,7.1/10,95%,84/100,0,33,103,Low
Holes ,USA,"Adventure, Comedy, Drama, Family, Mystery",English,2.0,True,PG,18-Apr-03,117 min,23-Sep-03,"69,782",,,2126139.0,,7.0/10,77%,71/100,0,3,9,High
Gainsbourg ,France,"Biography, Drama, Music","French, English, Russian",3.0,True,Not Rated,20-Jan-10,135 min,20-Mar-12,"8,924",11.0,163.0,101082.0,20.0,6.9/10,73%,58/100,0,7,8,Low
"Hunt, The ","Denmark, Sweden",Drama,"Danish, English, Polish",2.0,True,R,10-Jan-13,115 min,10-Dec-13,"2,43,142",536.0,1995.0,999618.0,95.0,8.3/10,92%,77/100,1,36,66,Low
"Machinist, The ","Spain, France, UK, USA","Drama, Thriller","English, Spanish",1.0,False,R,03-Dec-04,101 min,07-Jun-05,"3,29,908",1850.0,6714.0,4770372.0,262.0,7.7/10,77%,61/100,0,7,15,Low
Original Sin ,"France, Mexico, USA","Drama, Mystery, Romance, Thriller","English, German, Japanese, Latin, Spanish",2.0,True,R,03-Aug-01,116 min,26-Mar-02,"50,495",66.0,580.0,2658702.0,161.0,6.0/10,12%,33/100,0,0,2,High
The Overnight ,USA,"Comedy, Mystery","English, French",1.0,False,R,19-Jun-15,79 min,15-Sep-15,"14,800",255.0,3771.0,3200829.0,380.0,6.1/10,82%,65/100,0,1,2,Low
Peepli Live ,India,"Comedy, Drama","Hindi, English",6.0,True,Not Rated,13-Aug-10,95 min,21-Dec-10,"10,876",3.0,32.0,20124.0,1.0,7.4/10,85%,69/100,0,2,6,Low
Ladder 49 ,USA,"Action, Drama, Thriller",English,1.0,False,PG-13,01-Oct-04,115 min,08-Mar-05,"52,511",41.0,441.0,221569.0,14.0,6.5/10,41%,47/100,0,1,6,High
Spring ,USA,"Horror, Romance, Sci-Fi","English, Italian, French, German",1.0,False,Not Rated,20-Mar-15,109 min,02-Jun-15,"20,901",48.0,417.0,190682.0,31.0,6.7/10,88%,70/100,0,4,13,Low
Detropia ,USA,Documentary,English,,False,Not Rated,21-Jan-12,90 min,14-Jan-13,"1,478",,,,,6.5/10,85%,68/100,0,9,6,Low
Just My Luck ,USA,"Comedy, Fantasy, Romance",English,6.0,True,PG-13,12-May-06,103 min,22-Aug-06,"50,852",346.0,2267.0,2151505.0,103.0,5.4/10,14%,29/100,0,0,7,High
Scoop ,"UK, USA","Comedy, Crime, Mystery",English,1.0,False,PG-13,28-Jul-06,96 min,21-Nov-06,"75,979",35.0,321.0,445975.0,26.0,6.7/10,41%,48/100,0,0,1,High
"Crazies, The ","USA, United Arab Emirates","Horror, Thriller",English,3.0,True,R,26-Feb-10,101 min,29-Jun-10,"1,04,095",84.0,374.0,291819.0,23.0,6.5/10,71%,55/100,0,0,11,High
G.I. Joe: Retaliation ,USA,"Action, Adventure, Sci-Fi, Thriller",English,2.0,False,PG-13,28-Mar-13,110 min,30-Jul-13,"1,65,662",2.0,66.0,73431.0,11.0,5.8/10,29%,41/100,0,1,11,High
Schultze Gets the Blues ,Germany,"Comedy, Drama, Music","German, English, French",1.0,False,PG,22-Apr-04,114 min,30-Aug-05,"3,501",,,7230.0,,7.0/10,71%,67/100,0,11,5,Low
Adam ,USA,"Comedy, Drama, Romance",English,1.0,False,PG-13,28-Aug-09,99 min,02-Feb-10,"32,539",330.0,1749.0,987448.0,78.0,7.2/10,65%,56/100,0,2,2,Low
Dylan Dog: Dead of Night ,USA,"Action, Comedy, Crime, Fantasy, Horror, Mystery, Sci-Fi, Thriller",English,3.0,True,PG-13,29-Apr-11,107 min,26-Jul-11,"14,135",103.0,463.0,175193.0,74.0,5.1/10,7%,31/100,0,0,1,Low
Ong-Bak 3: The Final Battle ,Thailand,Action,Thai,2.0,True,R,14-Jan-11,99 min,08-Feb-11,"12,149",1.0,39.0,80409.0,3.0,5.0/10,43%,38/100,0,0,3,Low
Red 2 ,"USA, France, Canada","Action, Comedy, Crime, Thriller","English, Russian, French, Persian, Korean",4.0,True,PG-13,19-Jul-13,116 min,26-Nov-13,"1,48,968",241.0,2307.0,712779.0,82.0,6.6/10,44%,47/100,0,0,3,High
"New York, I Love You ",USA,"Comedy, Drama, Romance","English, French, Cantonese, Gujarati, Yiddish",18.0,False,R,16-Oct-09,103 min,02-Feb-10,"43,012",,,,,6.3/10,37%,49/100,0,0,1,Low
Scooby-Doo 2: Monsters Unleashed ,"USA, Canada","Adventure, Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi",English,3.0,True,PG,26-Mar-04,93 min,14-Sep-04,"43,247",,800.0,648723.0,102.0,5.0/10,22%,34/100,0,1,4,High
Luck by Chance ,India,Drama,"Hindi, English",2.0,True,Not Rated,30-Jan-09,156 min,17-Mar-09,"8,855",49.0,1069.0,287730.0,44.0,7.1/10,79%,58/100,0,4,4,Low
"Emperor's New Groove, The ",USA,"Animation, Adventure, Comedy, Family, Fantasy",English,11.0,True,G,15-Dec-00,78 min,01-May-01,"1,60,738",,,115691.0,,7.4/10,85%,70/100,1,7,26,High
Highwaymen ,"USA, Canada","Action, Crime, Horror, Thriller",English,2.0,False,R,19-Feb-04,80 min,24-Aug-04,"7,989",54.0,362.0,272621.0,25.0,5.7/10,13%,49/100,0,0,2,Low
Fort McCoy ,USA,"Drama, History, War",English,1.0,False,R,15-Aug-14,100 min,22-Sep-14,315,23.0,111.0,31035.0,13.0,5.8/10,50%,47/100,0,11,3,Low
Beastly ,USA,"Drama, Fantasy, Romance",English,2.0,True,PG-13,04-Mar-11,86 min,28-Jun-11,"72,591",10545.0,49831.0,12080451.0,1756.0,5.6/10,20%,40/100,0,1,1,High
Alvin and the Chipmunks: The Squeakquel ,USA,"Animation, Comedy, Family, Fantasy, Music","English, French",4.0,True,PG,23-Dec-09,88 min,30-Mar-10,"39,121",156.0,2756.0,2689083.0,356.0,4.5/10,20%,41/100,0,3,0,High
Anvil! The Story of Anvil ,Canada,"Documentary, Biography, Drama, Music",English,,False,Not Rated,20-Feb-09,80 min,06-Oct-09,"14,995",,,,,7.9/10,98%,82/100,0,21,20,Low
The Lunchbox ,"India, France, Germany, USA, Canada","Drama, Romance","Hindi, English",2.0,True,PG,20-Sep-13,104 min,01-Jul-14,"42,688",20.0,438.0,123684.0,35.0,7.8/10,96%,76/100,1,29,35,Low
Did You Hear About the Morgans? ,USA,"Comedy, Drama, Romance","English, Ukrainian, French, Italian, Spanish",1.0,False,PG-13,18-Dec-09,103 min,16-Mar-10,"34,887",38.0,295.0,277966.0,28.0,4.8/10,12%,27/100,0,0,1,High
Dabangg 2 ,India,"Action, Comedy",Hindi,1.0,False,Not Rated,21-Dec-12,120 min,,"13,461",12222.0,17405.0,5562304.0,6768.0,4.9/10,36%,0,0,6,6,Low
Where in the World Is Osama Bin Laden? ,"France, USA","Documentary, Comedy, War","English, Arabic, French",2.0,True,PG-13,09-May-08,90 min,26-Aug-08,"5,730",6.0,22.0,9588.0,16.0,6.5/10,37%,45/100,0,2,1,Low
Horns ,"USA, Canada","Crime, Drama, Fantasy, Horror, Mystery, Thriller",English,2.0,True,R,03-Oct-14,120 min,06-Jan-15,"70,128",5623.0,58399.0,13156559.0,2694.0,6.5/10,40%,46/100,0,4,4,Low
Any Questions for Ben? ,Australia,"Comedy, Romance",English,3.0,False,,09-Feb-12,114 min,,"1,563",62.0,197.0,359536.0,44.0,5.8/10,59%,0,0,0,0,Low
Godzilla ,Japan,"Drama, Horror, Sci-Fi, Thriller",Japanese,3.0,True,Not Rated,07-May-04,96 min,28-Jul-06,"25,408",898.0,3436.0,1052126.0,172.0,7.6/10,93%,78/100,0,2,2,Low
Peter Pan ,"UK, Australia, USA, New Zealand","Adventure, Family, Fantasy, Romance","English, North American Indian",3.0,True,PG,25-Dec-03,113 min,04-May-04,"61,661",,,,,6.9/10,76%,64/100,0,3,13,High
"Concert for George, The ","UK, USA","Documentary, Music",English,,False,PG-13,03-Mar-04,146 min,28-Nov-03,"1,740",,,,,8.6/10,95%,82/100,0,2,0,Low
Watchmen ,USA,"Action, Drama, Mystery, Sci-Fi",English,3.0,True,R,06-Mar-09,162 min,21-Jul-09,"4,53,498",21.0,176.0,107795.0,9.0,7.6/10,64%,56/100,0,11,22,High
We Have a Pope ,"Italy, France","Comedy, Drama","Italian, German, Latin, English, Spanish, Polish, French",8.0,False,Not Rated,15-Apr-11,102 min,11-Sep-12,"12,198",14.0,55.0,126371.0,3.0,6.7/10,65%,64/100,0,16,18,Low
Eyes Wide Open ,"Israel, Germany, France","Drama, Romance","Hebrew, Yiddish, German, French, English",1.0,True,Not Rated,02-Sep-09,91 min,16-Nov-10,"5,683",164.0,620.0,358678.0,57.0,7.3/10,85%,70/100,0,3,9,Low
Cosmopolis  ,"Canada, France, Portugal, Italy","Drama, Fantasy",English,2.0,True,R,25-May-12,109 min,01-Jan-13,"41,708",,,,,5.0/10,66%,58/100,0,3,12,Low
Addicted ,USA,"Drama, Thriller","Spanish, English",3.0,True,R,10-Oct-14,106 min,10-Feb-15,"7,647",1512.0,13482.0,8433025.0,1297.0,5.2/10,8%,32/100,0,0,0,High
She's Out of My League ,USA,"Comedy, Romance","English, Ukrainian",2.0,False,R,12-Mar-10,104 min,22-Jun-10,"1,17,484",783.0,3563.0,3493684.0,196.0,6.4/10,58%,46/100,0,0,1,High
Flash of Genius ,"Canada, USA","Biography, Drama","English, Spanish",2.0,False,PG-13,03-Oct-08,119 min,17-Feb-09,"15,804",49.0,550.0,264182.0,21.0,7.0/10,60%,57/100,0,1,0,Low
Knockaround Guys ,USA,"Crime, Drama, Thriller",English,2.0,False,R,11-Oct-02,92 min,25-Feb-03,"21,364",,,,,6.1/10,21%,30/100,0,0,2,High
Spark: A Burning Man Story ,"USA, New Zealand, South Africa, UK, Lithuania","Documentary, Action, Biography, Drama",English,,False,Not Rated,16-Aug-13,90 min,16-Dec-14,532,129.0,1196.0,292611.0,24.0,6.2/10,57%,55/100,0,0,1,Low
"Business of Strangers, The ",USA,"Drama, Thriller",English,1.0,False,R,21-Dec-01,84 min,06-Aug-02,"3,542",9.0,42.0,39033.0,2.0,6.4/10,80%,67/100,0,4,6,Low
"Divide, The ","USA, Germany, Canada, France","Drama, Horror, Sci-Fi, Thriller",English,2.0,False,R,20-Apr-12,112 min,17-Apr-12,"33,576",490.0,2175.0,555322.0,165.0,5.8/10,25%,28/100,0,1,5,Low
Sweet Land ,USA,"Drama, Romance","English, German, Norwegian",2.0,True,PG,31-Jul-08,110 min,10-Jul-07,"3,354",174.0,1179.0,643379.0,202.0,7.3/10,85%,75/100,0,9,2,Low
"Best Offer, The ",Italy,"Crime, Drama, Mystery, Romance",English,1.0,True,R,01-Jan-14,131 min,29-Apr-14,"95,744",446.0,3302.0,1721756.0,157.0,7.8/10,55%,49/100,0,25,26,Low
Fur: An Imaginary Portrait of Diane Arbus ,USA,"Biography, Drama, Romance, Thriller",English,2.0,True,R,20-Oct-06,122 min,08-May-07,"14,474",19.0,425.0,145725.0,20.0,6.5/10,32%,50/100,0,2,0,Low
My Joy ,"Germany, Ukraine, Netherlands","Adventure, Drama","Russian, German",1.0,True,Not Rated,30-Sep-11,127 min,13-Mar-12,"1,997",3.0,21.0,23818.0,0.0,6.9/10,89%,78/100,0,6,6,Low
Snatch ,"UK, USA","Comedy, Crime","English, Russian",1.0,False,R,19-Jan-01,102 min,03-Jul-01,"7,20,038",,,1036794.0,,8.3/10,73%,55/100,0,4,6,High
Win a Date with Tad Hamilton! ,USA,"Comedy, Romance",English,1.0,False,PG-13,23-Jan-04,95 min,20-Apr-04,"25,284",,,1250239.0,,5.6/10,53%,52/100,0,0,8,High
Brooklyn ,"UK, Canada, Ireland","Drama, Romance","English, Latin, Irish",2.0,True,PG-13,25-Nov-15,117 min,15-Mar-16,"1,17,131",895.0,11687.0,4591731.0,296.0,7.5/10,97%,88/100,1,37,152,High
Goal! The Dream Begins ,"USA, UK","Drama, Romance, Sport","English, Spanish",5.0,True,PG-13,12-May-06,118 min,12-Sep-06,"57,121",,,,,6.7/10,42%,53/100,0,1,6,Low
Seven Psychopaths ,"UK, USA","Comedy, Crime","English, Vietnamese",1.0,False,R,12-Oct-12,110 min,29-Jan-13,"2,23,163",477.0,8354.0,1903753.0,192.0,7.2/10,82%,66/100,0,3,21,High
Shark Tale ,USA,"Animation, Adventure, Comedy, Family, Fantasy",English,10.0,True,PG,01-Oct-04,90 min,08-Feb-05,"1,54,594",1.0,35.0,30922.0,5.0,6.0/10,36%,48/100,1,3,15,High
Paan Singh Tomar ,India,"Action, Biography, Crime, Sport, Thriller",Hindi,2.0,True,Not Rated,02-Mar-12,135 min,13-Apr-09,"29,233",53.0,309.0,292130.0,39.0,8.2/10,0,0,0,6,8,Low
"Wolf of Wall Street, The ",USA,"Biography, Crime, Drama","English, French",2.0,True,R,25-Dec-13,180 min,25-Mar-14,"10,37,311",10733.0,75149.0,22430338.0,3104.0,8.2/10,78%,75/100,1,38,165,High
"Everlasting Piece, An ",USA,Comedy,English,1.0,False,R,23-Mar-01,103 min,07-Aug-01,"1,449",,,2892.0,,6.3/10,48%,56/100,0,0,1,Low
Brick Lane ,"UK, India",Drama,"English, Bengali",3.0,True,PG-13,11-Jul-08,102 min,13-Jan-09,"2,796",2.0,20.0,6879.0,4.0,6.6/10,67%,61/100,0,3,5,Low
Waltz with Bashir ,"Israel, France, Germany, USA, Finland, Switzerland, Belgium, Australia","Animation, Biography, Drama, History, Mystery, War","Hebrew, Arabic, German, English",1.0,False,R,12-Jun-08,90 min,23-Jun-09,"52,295",5.0,119.0,54318.0,4.0,8.0/10,96%,91/100,1,44,58,Low
Drunk Stoned Brilliant Dead: The Story of the National Lampoon ,"USA, UK","Documentary, History",English,2.0,False,Not Rated,25-Sep-15,98 min,19-Apr-16,"1,922",3.0,12.0,2836.0,0.0,7.2/10,87%,74/100,0,0,5,Low
Legally Blonde ,USA,"Comedy, Romance",English,3.0,True,PG-13,13-Jul-01,96 min,06-Nov-01,"1,66,097",7.0,82.0,62533.0,4.0,6.3/10,69%,59/100,1,6,10,High
Beyond the Gates of Splendor ,USA,Documentary,"English, Spanish",1.0,False,PG-13,27-Sep-02,96 min,04-Oct-05,440,154.0,798.0,128966.0,22.0,7.6/10,0,0,0,2,0,Low
Snitch ,"USA, United Arab Emirates, UK","Action, Drama, Thriller","English, Spanish",2.0,False,PG-13,22-Feb-13,112 min,11-Jun-13,"78,118",1867.0,11634.0,7624131.0,584.0,6.5/10,56%,51/100,0,0,1,High
"Savages, The ",USA,"Comedy, Drama","English, German, Cantonese",1.0,False,R,01-Feb-08,113 min,22-Apr-08,"34,309",2.0,73.0,55548.0,7.0,7.2/10,89%,85/100,1,17,31,High
Confessions of a Shopaholic ,USA,"Comedy, Family, Romance","English, Finnish, Spanish, French",4.0,True,PG,13-Feb-09,104 min,23-Jun-09,"70,813",3.0,1038.0,820375.0,59.0,5.9/10,25%,38/100,0,1,3,High
Back to 1942 ,China,Drama,"Mandarin, English, Japanese",2.0,True,Not Rated,29-Nov-12,145 min,14-May-13,"2,792",326.0,468.0,324175.0,32.0,6.9/10,36%,41/100,0,24,11,Low
Teacher's Pet ,USA,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Sci-Fi",English,5.0,True,PG,16-Jan-04,73 min,15-Jun-04,"1,432",34.0,204.0,51574.0,14.0,5.8/10,76%,74/100,0,0,2,High
"High Tech, Low Life ","China, USA","Documentary, Drama, History",Mandarin,,False,NOT RATED,01-Apr-12,87 min,,179,12.0,217.0,38952.0,9.0,7.3/10,63%,53/100,0,6,3,Low
P.S. ,USA,"Comedy, Drama, Fantasy",English,3.0,True,R,10-Feb-05,97 min,08-Feb-05,"5,379",42.0,1095.0,833837.0,228.0,6.2/10,54%,55/100,0,3,4,Low
Chasing Ice ,USA,"Documentary, Biography",English,1.0,False,PG-13,14-Dec-12,75 min,10-Sep-13,"7,707",569.0,6514.0,2162952.0,130.0,7.8/10,96%,75/100,1,9,3,Low
Suspect Zero ,"UK, Germany, USA","Crime, Horror, Mystery, Thriller",English,3.0,True,R,27-Aug-04,99 min,12-Apr-05,"18,119",0.0,,69604.0,,5.9/10,18%,37/100,0,0,0,High
"Sentinel, The ",USA,"Action, Crime, Thriller",English,2.0,True,PG-13,21-Apr-06,108 min,29-Aug-06,"45,795",31.0,462.0,481691.0,44.0,6.1/10,34%,49/100,0,0,2,High
Hairspray ,"USA, UK","Comedy, Drama, Musical, Romance",English,4.0,True,PG,20-Jul-07,117 min,20-Nov-07,"1,13,195",187.0,4232.0,913213.0,115.0,6.7/10,91%,81/100,1,21,40,High
Formula 51 ,"UK, Canada","Action, Comedy, Crime, Thriller",English,1.0,False,R,18-Oct-02,93 min,04-Feb-03,"46,011",33.0,278.0,213199.0,16.0,6.3/10,26%,23/100,0,0,1,Low
In Bruges ,"UK, USA","Comedy, Crime, Drama, Thriller",English,1.0,False,R,29-Feb-08,107 min,24-Jun-08,"3,59,955",0.0,16.0,31160.0,2.0,7.9/10,83%,67/100,1,24,53,High
Bel Ami ,"UK, Italy","Drama, History, Romance",English,2.0,True,R,09-Mar-12,102 min,07-Aug-12,"17,008",559.0,5288.0,6848498.0,996.0,5.4/10,27%,42/100,0,0,0,Low
Deck the Halls ,USA,"Comedy, Family","English, German",3.0,False,PG,22-Nov-06,93 min,06-Nov-07,"20,425",23.0,124.0,199510.0,28.0,4.9/10,6%,28/100,0,1,8,High
Crank ,USA,"Action, Crime, Thriller","English, Spanish, Korean",2.0,False,R,01-Sep-06,88 min,09-Jan-07,"2,21,991",0.0,2056.0,1783373.0,121.0,7.0/10,61%,57/100,0,2,2,High
Bones ,USA,"Crime, Horror","English, French, Spanish",2.0,False,R,24-Oct-01,96 min,26-Feb-02,"6,176",,,,,4.1/10,21%,42/100,0,0,1,High
Kahaani ,India,"Mystery, Thriller","Hindi, Bengali, English",8.0,True,Not Rated,09-Mar-12,122 min,31-Jul-12,"51,904",142.0,708.0,433342.0,31.0,8.1/10,0,0,0,16,12,Low
Vampires Suck ,USA,Comedy,"English, German",2.0,False,PG-13,18-Aug-10,82 min,30-Nov-10,"43,742",432.0,3118.0,953593.0,266.0,3.4/10,4%,18/100,0,0,7,High
Elektra Luxx ,USA,"Comedy, Drama",English,2.0,True,R,14-Mar-10,100 min,21-Jun-11,"6,529",,,,,5.1/10,25%,50/100,0,0,1,Low
Wreck-It Ralph ,USA,"Animation, Adventure, Comedy, Family, Fantasy",English,8.0,True,PG,02-Nov-12,101 min,05-Mar-13,"3,45,007",3450.0,8304.0,1698115.0,285.0,7.7/10,87%,72/100,1,33,41,High
House of D ,USA,"Comedy, Drama","English, French",1.0,False,PG-13,29-Apr-05,97 min,04-Oct-05,"8,411",,,,,7.0/10,10%,33/100,0,0,0,Low
Crazy Heart ,USA,"Drama, Music, Romance","English, Spanish",2.0,True,R,05-Feb-10,112 min,20-Apr-10,"79,570",540.0,3092.0,2618123.0,155.0,7.3/10,90%,83/100,1,36,29,High
Owning Mahowny ,"Canada, UK","Crime, Drama, Thriller",English,2.0,True,R,25-Sep-03,104 min,14-Oct-03,"11,859",0.0,11.0,7597.0,0.0,7.1/10,79%,70/100,0,3,5,Low
"Yoo-Hoo, Mrs. Goldberg ",USA,"Documentary, Biography",English,,False,UNRATED,10-Jul-09,92 min,01-May-10,199,2.0,11.0,6166.0,0.0,7.3/10,93%,69/100,0,1,0,Low
Eulogy ,"USA, UK, Germany","Comedy, Drama",English,1.0,False,R,26-Sep-04,91 min,08-Feb-05,"8,200",46.0,182.0,134378.0,11.0,6.6/10,32%,34/100,0,0,0,Low
"Square, The ","UK, Egypt, USA","Documentary, Drama, History, News","Arabic, English",,False,Not Rated,10-Jan-14,95 min,24-Nov-15,"7,949",401.0,2299.0,404791.0,73.0,8.1/10,100%,84/100,1,16,14,Low
Pioneer ,"Norway, Germany, Sweden, France, Finland",Thriller,"Norwegian, English",5.0,False,R,05-Dec-14,111 min,10-Mar-15,"4,448",5.0,110.0,214033.0,7.0,6.0/10,53%,58/100,0,3,6,Low
Little Man ,"USA, Canada","Comedy, Crime","English, Estonian",3.0,False,PG-13,14-Jul-06,98 min,07-Nov-06,"46,286",219.0,,3867482.0,,4.4/10,12%,26/100,0,5,15,High
Nacho Libre ,"Germany, USA","Comedy, Family, Sport","English, Spanish",3.0,False,PG,16-Jun-06,92 min,24-Oct-06,"75,562",6.0,66.0,85425.0,7.0,5.7/10,40%,52/100,0,1,11,High
,USA,"Comedy, Drama, Music",English,2.0,False,R,02-Jun-11,96 min,01-Jun-10,"2,020",3.0,103.0,66081.0,11.0,6.4/10,65%,58/100,0,2,0,Low
Passion Play ,USA,"Drama, Fantasy, Romance",English,1.0,True,R,,94 min,31-May-11,"7,068",289.0,881.0,880049.0,278.0,4.8/10,3%,22/100,0,0,0,Low
Murderball ,USA,"Documentary, Sport",English,,False,R,05-Aug-05,88 min,29-Nov-05,"9,518",8.0,54.0,54762.0,1.0,7.7/10,98%,87/100,1,17,12,Low
Wallace & Gromit in The Curse of the Were-Rabbit ,"UK, USA","Animation, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",English,5.0,True,G,07-Oct-05,85 min,07-Feb-06,"1,15,782",34.0,293.0,585384.0,32.0,7.5/10,95%,87/100,1,38,25,High
"Synecdoche, New York ",USA,"Comedy, Drama","English, German",1.0,False,R,21-Nov-08,124 min,31-Mar-09,"72,364",704.0,4071.0,1552108.0,120.0,7.5/10,68%,67/100,0,8,28,Low
Young Adam ,"UK, France","Crime, Drama",English,2.0,True,R,26-Sep-03,98 min,14-Sep-04,"12,634",7.0,370.0,672502.0,76.0,6.4/10,63%,67/100,0,7,17,Low
Letters from Iwo Jima ,USA,"Drama, History, War","Japanese, English",5.0,True,R,02-Feb-07,141 min,22-May-07,"1,46,135",50.0,214.0,138676.0,9.0,7.9/10,91%,89/100,1,23,37,High
"Last Kiss, The ",Italy,"Comedy, Drama, Romance",Italian,2.0,True,R,02-Feb-01,115 min,11-Nov-03,"7,464",6.0,198.0,160275.0,27.0,7.0/10,73%,65/100,0,16,14,Low
More Than Honey ,"Switzerland, Germany, Austria",Documentary,"German, Swiss German, English, Mandarin",2.0,False,Unrated,08-Nov-12,95 min,24-Dec-13,"3,724",43.0,605.0,213053.0,13.0,7.6/10,100%,70/100,0,9,5,Low
From Up on Poppy Hill ,Japan,"Animation, Drama, Family, Romance",Japanese,7.0,True,PG,16-Jul-11,91 min,03-Sep-13,"26,172",698.0,4791.0,717979.0,62.0,7.5/10,85%,71/100,0,6,11,Low
Ghost Ship ,"USA, Australia",Horror,"English, Italian, Spanish",3.0,True,R,25-Oct-02,91 min,25-Mar-03,"87,235",18.0,136.0,220337.0,17.0,5.5/10,15%,28/100,0,0,1,High
Herbie: Fully Loaded ,USA,"Adventure, Comedy, Family, Fantasy, Romance, Sport",English,8.0,True,G,22-Jun-05,101 min,25-Oct-05,"41,940",164.0,1013.0,1361362.0,124.0,4.8/10,41%,47/100,0,2,6,High
"Shipping News, The ",USA,Drama,English,2.0,True,R,18-Jan-02,111 min,18-Jun-02,"30,853",78.0,303.0,290115.0,16.0,6.8/10,55%,47/100,1,2,11,High
Last Vegas ,USA,"Comedy, Drama",English,1.0,False,PG-13,01-Nov-13,105 min,28-Jan-14,"1,21,529",256.0,3029.0,2152440.0,249.0,6.6/10,45%,48/100,0,4,1,High
Tyler Perry's Why Did I Get Married Too? ,USA,"Comedy, Drama, Romance",English,1.0,True,PG-13,02-Apr-10,121 min,31-Aug-10,"8,643",73.0,412.0,169357.0,48.0,4.6/10,27%,43/100,0,1,5,High
Envy ,USA,Comedy,English,1.0,False,PG-13,30-Apr-04,99 min,28-Sep-04,"28,647",43.0,308.0,213482.0,36.0,4.8/10,8%,31/100,0,0,3,High
Jesus Henry Christ ,USA,Comedy,English,2.0,True,PG-13,01-Apr-11,92 min,03-Jul-12,"5,714",815.0,19203.0,2694855.0,1199.0,6.4/10,24%,41/100,0,1,2,Low
Music and Lyrics ,USA,"Comedy, Music, Romance",English,1.0,False,PG-13,14-Feb-07,96 min,08-May-07,"91,680",4.0,,82412.0,,6.5/10,62%,59/100,0,0,6,High
Freakonomics ,USA,Documentary,English,10.0,True,PG-13,03-Sep-10,85 min,18-Jan-11,"6,467",1.0,8.0,9189.0,0.0,6.4/10,66%,58/100,0,0,1,Low
"Hills Have Eyes, The ","USA, France, Romania","Horror, Thriller",English,3.0,True,R,10-Mar-06,107 min,04-Mar-08,"1,48,084",74.0,523.0,420625.0,57.0,6.4/10,51%,52/100,0,2,7,High
Daughter from Danang ,USA,"Documentary, War","English, Vietnamese",,False,,11-Jan-02,83 min,11-Nov-03,516,302.0,408.0,109567.0,34.0,7.5/10,79%,77/100,1,2,1,Low
Man of the Year ,USA,"Comedy, Drama, Romance, Thriller",English,1.0,False,PG-13,13-Oct-06,115 min,20-Feb-07,"30,412",69.0,228.0,225349.0,23.0,6.2/10,22%,39/100,0,0,1,High
"Blind Swordsman: Zatoichi, The ",Japan,"Action, Comedy, Crime, Drama, Thriller",Japanese,2.0,True,R,06-Sep-03,116 min,09-Nov-04,"44,838",282.0,3835.0,1557811.0,233.0,7.6/10,87%,75/100,0,21,10,Low
Runner Runner ,USA,"Crime, Thriller","English, Spanish",2.0,False,R,04-Oct-13,88 min,07-Jan-14,"58,207",,,,,5.6/10,8%,36/100,0,0,1,High
Pieta ,South Korea,"Crime, Drama",Korean,1.0,False,Not Rated,06-Sep-12,104 min,23-Jul-13,"11,410",3.0,39.0,43349.0,4.0,7.2/10,72%,72/100,0,23,19,Low
Balls of Fury ,USA,"Comedy, Crime, Sport","English, Mandarin",2.0,False,PG-13,29-Aug-07,90 min,18-Dec-07,"38,776",4.0,64.0,73876.0,6.0,5.3/10,22%,38/100,0,0,0,High
Damsels in Distress ,USA,"Comedy, Drama, Romance",English,1.0,True,PG-13,26-Apr-12,99 min,25-Sep-12,"8,754",,,,,5.7/10,75%,67/100,0,1,2,Low
Not Another Teen Movie ,USA,Comedy,English,5.0,False,R,14-Dec-01,89 min,30-Apr-02,"90,054",50.0,814.0,363356.0,72.0,5.7/10,29%,32/100,0,0,5,High
Startup.com ,USA,Documentary,English,,False,R,01-Jun-01,107 min,18-Sep-01,"3,140",,,103512.0,,7.1/10,92%,75/100,0,10,6,Low
Saraband ,"Sweden, Denmark, Norway, Italy, Finland, Germany, Austria","Drama, Music","Swedish, English, German",1.0,False,R,01-Dec-03,107 min,10-Jan-06,"6,426",10.0,75.0,59890.0,16.0,7.7/10,91%,80/100,0,2,2,Low
Branded ,"USA, Russia","Drama, Fantasy, Thriller","English, Russian",2.0,False,R,07-Sep-12,106 min,15-Jan-13,"8,466",,,,,4.7/10,9%,20/100,0,0,0,Low
